M,13.0,15.0,18.0,20.0,25.0,30.0,40.0
Mrem,1.6060e+00,1.5000e+00,1.9010e+00,1.6700e+00,1.7340e+00,2.3620e+00,2.5520e+00
H,6.2798e+00,6.9730e+00,7.7692e+00,8.5110e+00,8.0767e+00,9.5391e+00,7.3878e+00
He,4.1485e+00,5.0782e+00,5.5114e+00,6.9174e+00,7.1286e+00,8.1095e+00,6.6475e+00
Li,2.4240e-11,3.4651e-13,2.8027e-11,2.7446e-12,1.6802e-13,6.4259e-13,2.9268e-12
Be,6.1139e-17,6.1993e-17,3.8147e-18,3.1346e-16,1.3370e-19,2.1540e-16,3.7192e-22
B,3.1273e-10,3.9765e-10,3.3898e-10,2.6567e-08,1.8751e-10,4.5971e-10,1.9710e-11
C,9.6747e-02,7.8790e-02,1.4953e-01,1.6173e-01,1.4164e-01,2.1212e-01,5.1791e-01
N,2.5876e-02,3.3881e-02,3.6601e-02,4.1570e-02,4.2170e-02,5.5482e-02,3.9805e-02
O,3.1636e-01,2.3804e-01,1.2176e+00,1.0225e+00,2.5500e+00,4.1147e+00,7.6971e+00
F,7.2381e-06,8.2840e-06,9.8111e-06,2.9099e-05,1.5320e-04,9.9557e-06,2.8578e-06
Ne,9.2696e-02,8.6781e-02,1.4927e-01,3.3339e-01,9.1056e-01,9.4994e-01,2.0293e+00
Na,1.2511e-03,9.2382e-04,1.5098e-03,9.5587e-03,1.6298e-02,2.2956e-02,4.8283e-02
Mg,3.9314e-02,6.2358e-02,1.1603e-01,9.8138e-02,2.5045e-01,2.3875e-01,4.2682e-01
Al,1.9007e-03,2.9340e-03,7.2907e-03,7.1868e-03,2.0162e-02,2.4277e-02,5.3044e-02
Si,6.8985e-02,9.8171e-02,1.7457e-01,1.0126e-01,2.2234e-01,3.4085e-01,4.1655e-01
P,2.4699e-04,4.6019e-04,1.0245e-03,5.0331e-04,1.0043e-03,1.6820e-03,2.3612e-03
S,3.2390e-02,3.5936e-02,8.4867e-02,4.2864e-02,1.0025e-01,1.5786e-01,1.7880e-01
Cl,8.3302e-05,1.0860e-04,1.4747e-04,1.3273e-04,3.3366e-04,3.2788e-04,5.1510e-04
Ar,5.6622e-03,5.1276e-03,1.5334e-02,7.0240e-03,1.6132e-02,2.6616e-02,2.8966e-02
K,3.4900e-05,5.2298e-05,6.3166e-05,5.5327e-05,1.5132e-04,1.2978e-04,1.3295e-04
Ca,4.3860e-03,3.5261e-03,1.3388e-02,5.3589e-03,1.0742e-02,2.1549e-02,2.2864e-02
Sc,4.3723e-07,5.4163e-07,7.9235e-07,7.6527e-07,1.8898e-06,1.7319e-06,3.5816e-06
Ti,9.7394e-05,1.0410e-04,2.1964e-04,1.3240e-04,1.7468e-04,2.8381e-04,3.2012e-04
V,1.2539e-05,9.7421e-06,1.3877e-05,1.0318e-05,1.3207e-05,2.0992e-05,2.2338e-05
Cr,9.9719e-04,1.2046e-03,2.9987e-03,1.5404e-03,2.3484e-03,4.1088e-03,4.3535e-03
Mn,2.3508e-04,2.6088e-04,5.8456e-04,3.4250e-04,2.8250e-04,8.8155e-04,8.3361e-04
Fe,8.0314e-02,8.1560e-02,8.4995e-02,8.4568e-02,8.2330e-02,9.1796e-02,8.7177e-02
Co,1.7228e-04,1.1328e-04,9.8743e-05,1.6121e-04,2.9606e-04,3.0540e-04,4.0784e-04
Ni,3.3923e-03,2.6915e-03,2.7714e-03,3.2881e-03,2.9137e-03,1.9016e-03,3.6842e-03
Cu,2.0429e-05,1.2599e-05,2.6778e-05,8.7369e-05,2.9438e-04,1.1172e-04,7.1660e-04
Zn,1.2798e-04,1.1085e-04,7.3239e-05,1.6283e-04,5.3664e-04,1.7748e-04,1.6495e-03
Ga,1.8208e-06,9.2267e-07,3.5979e-06,6.6304e-06,4.5146e-05,1.7762e-05,1.6799e-04
Ge,5.1151e-06,2.6581e-06,1.5021e-05,2.6174e-05,2.6198e-04,1.3445e-04,1.2647e-03
