M,13.0,15.0,18.0,20.0,25.0,30.0,40.0
Mrem,1.6100e+00,1.5000e+00,2.1430e+00,1.7600e+00,1.6800e+00,2.5600e+00,2.8100e+00
H,6.3742e+00,7.1135e+00,7.9531e+00,8.9473e+00,1.0165e+01,1.0136e+01,1.0290e+01
He,4.0354e+00,4.9485e+00,5.0557e+00,7.0341e+00,8.4775e+00,7.9204e+00,8.1162e+00
Li,3.1878e-15,7.2037e-14,4.9016e-11,1.5558e-12,1.0197e-13,8.0094e-13,4.7084e-12
Be,1.0704e-16,1.0772e-16,9.7835e-19,5.5058e-16,4.8829e-24,3.7835e-16,6.0007e-22
B,1.4054e-10,1.4061e-10,3.1689e-12,4.6058e-08,1.6994e-10,1.6717e-10,3.4542e-11
C,8.8020e-02,8.8300e-02,1.5864e-01,9.7692e-02,1.3268e-01,1.8187e-01,4.5870e-01
N,9.0869e-03,1.2951e-02,1.4271e-02,1.8453e-02,3.1579e-02,2.0052e-02,2.5958e-02
O,3.8736e-01,2.9329e-01,1.5463e+00,9.9497e-01,2.2016e+00,4.7885e+00,7.9622e+00
F,1.9770e-06,2.1339e-06,1.3849e-05,5.3618e-06,8.5010e-05,1.1580e-05,1.0409e-06
Ne,1.3296e-01,1.2537e-01,1.4404e-01,2.7961e-01,8.2476e-01,9.4378e-01,1.8820e+00
Na,1.4977e-03,8.1892e-04,4.3445e-04,4.0688e-03,6.2494e-03,1.4082e-02,2.6076e-02
Mg,4.6428e-02,7.8444e-02,1.1634e-01,1.0062e-01,2.4560e-01,2.3232e-01,4.0433e-01
Al,2.2064e-03,3.3062e-03,5.2231e-03,5.1332e-03,1.1231e-02,1.6850e-02,3.0399e-02
Si,6.2252e-02,1.0528e-01,2.1983e-01,1.2663e-01,1.2208e-01,4.0336e-01,5.3415e-01
P,1.5027e-04,2.7414e-04,4.8218e-04,3.8663e-04,3.8627e-04,1.0175e-03,1.4810e-03
S,2.7275e-02,3.5529e-02,1.1920e-01,5.2587e-02,3.5655e-02,1.9212e-01,2.2862e-01
Cl,3.6713e-05,6.8581e-05,8.3887e-05,7.5078e-05,8.3301e-05,2.0092e-04,2.6928e-04
Ar,4.6693e-03,4.8054e-03,2.2199e-02,8.2977e-03,4.9981e-03,3.1850e-02,3.5907e-02
K,1.9694e-05,3.4462e-05,4.6935e-05,3.4363e-05,2.9818e-05,1.1539e-04,1.1289e-04
Ca,3.9390e-03,3.1140e-03,2.0018e-02,6.5247e-03,3.8040e-03,2.5920e-02,2.8306e-02
Sc,2.1635e-07,2.4785e-07,4.3806e-07,3.6083e-07,5.3006e-07,1.0941e-06,1.6409e-06
Ti,9.6374e-05,8.6985e-05,2.6695e-04,1.2509e-04,1.0735e-04,2.6467e-04,3.0936e-04
V,1.3096e-05,9.5610e-06,1.5698e-05,8.0231e-06,1.4085e-05,1.7740e-05,2.2136e-05
Cr,1.1920e-03,1.0510e-03,4.1866e-03,1.7940e-03,1.3446e-03,4.0665e-03,4.4853e-03
Mn,2.0036e-04,1.7075e-04,7.2054e-04,3.2928e-04,2.3351e-04,7.6146e-04,8.3776e-04
Fe,7.4930e-02,7.5402e-02,7.8958e-02,7.7651e-02,7.7320e-02,8.2644e-02,8.5290e-02
Co,1.9602e-04,1.3089e-04,3.5785e-05,6.2066e-05,2.1700e-04,1.2847e-04,1.9101e-04
Ni,2.4035e-03,2.2135e-03,7.6286e-04,1.9547e-03,2.6138e-03,1.4019e-03,2.0313e-03
Cu,1.4303e-05,6.8801e-06,2.6862e-05,2.3675e-05,7.4462e-05,1.2166e-04,2.4921e-04
Zn,1.2490e-04,1.2257e-04,5.8058e-05,9.1526e-05,2.2692e-04,2.7400e-04,5.8225e-04
Ga,8.1101e-07,3.7961e-07,4.8279e-06,2.7185e-06,1.0307e-05,2.9322e-05,6.2867e-05
Ge,2.4778e-06,1.0914e-06,1.8507e-05,9.5444e-06,4.1670e-05,1.9324e-04,3.9852e-04
