M,20.,25.,30.,40.
Mrem,2.2400e+00,2.1500e+00,2.5700e+00,5.5200e+00
H,8.4343e+00,9.8012e+00,1.1046e+01,1.2902e+01
He,5.9554e+00,7.0000e+00,8.4248e+00,1.0828e+01
Li,8.4188e-11,9.1222e-13,1.1172e-12,1.9072e-12
Be,1.7228e-21,2.5409e-25,2.5900e-16,1.3543e-18
B,1.2844e-11,4.1847e-11,1.2339e-11,1.0380e-11
C,1.2411e-01,1.9394e-01,1.0524e-01,5.1088e-02
N,1.2860e-02,9.2051e-03,6.1934e-03,8.5357e-03
O,1.9967e+00,3.7000e+00,4.9449e+00,6.4161e+00
F,2.8047e-06,6.0704e-07,2.0396e-06,1.6499e-06
Ne,4.5699e-01,1.0506e+00,1.0464e+00,1.8302e-01
Na,1.2871e-03,6.7630e-03,4.6780e-03,6.0430e-04
Mg,2.3381e-01,1.9597e-01,3.1674e-01,5.2247e-01
Al,6.3218e-03,5.1709e-03,8.7011e-03,1.9614e-02
Si,1.1604e-01,1.1289e-01,2.3842e-01,7.2820e-01
P,2.7079e-04,1.8399e-04,3.9500e-04,2.6716e-03
S,3.6946e-02,4.3141e-02,9.3933e-02,2.8447e-01
Cl,5.1833e-05,7.2844e-05,1.3815e-04,4.4363e-04
Ar,5.6930e-03,6.9796e-03,1.4391e-02,3.7951e-02
K,2.3122e-05,1.9819e-05,6.1430e-05,1.8150e-04
Ca,4.6191e-03,5.5955e-03,1.1270e-02,2.9461e-02
Sc,2.1324e-07,3.1824e-07,5.5494e-07,1.0407e-06
Ti,1.7702e-04,2.2502e-04,3.7679e-04,3.7720e-04
V,1.1936e-05,5.4533e-05,4.7299e-05,2.7563e-05
Cr,7.9190e-04,9.5859e-04,1.6252e-03,3.1903e-03
Mn,1.0855e-04,1.1214e-04,1.9591e-04,4.6574e-04
Fe,8.3554e-02,1.5386e-01,2.0605e-01,2.6724e-01
Co,1.5451e-04,6.5957e-04,7.8608e-04,4.4887e-04
Ni,3.4764e-03,7.5234e-03,9.0055e-03,9.6127e-03
Cu,2.2384e-05,4.8138e-05,5.9633e-05,4.7917e-05
Zn,3.6018e-04,5.6829e-04,8.5613e-04,7.3141e-04
Ga,2.0572e-06,3.9550e-06,6.8638e-06,7.5545e-06
Ge,7.3734e-06,1.6758e-05,2.8277e-05,3.3556e-05
