M,1.00,1.25,1.50,1.75,1.90,2.00,2.25,2.50,3.00,3.50,4.00,4.50,5.00,5.50,6.00,6.50,13.0,15.0,18.0,20.0,25.0,30.0,40.0
Mrem,0.564,0.574,0.6,0.615,0.63,0.64,0.66,0.663,0.682,0.718,0.792,0.852,0.879,0.9,0.929,0.963,1.54,1.62,1.46,1.63,1.88,2.32,2.28
H,0.29179156,0.45269319,0.60623962,0.76891685,0.86273539,0.92530721,1.0786533,1.2335814,1.5249571,1.8198951,2.1436353,2.4007888,2.6526232,2.8888535,3.1366744,3.3890154,5.1186,5.6689,5.9895,6.0703,5.8689,7.3355,6.7856
He,0.1358522754499999,0.21033955331,0.27647713535,0.34427254586,0.3828618152199999,0.40856005126,0.47978701589,0.56212830625,0.73118864706,0.88516629852,0.98922591575,1.1636854734300002,1.375408713085,1.5996722914613,1.8175783861561,2.0252701275466,4.6934,5.2286,5.725,5.931,6.0844,7.6721,9.1697
Li,2.4030611e-09,7.5090062e-10,3.0515988e-09,3.3487577e-09,5.3986327e-10,7.1649875e-10,4.372442e-09,4.9689928e-09,5.3366227e-09,1.6001639e-10,1.5108609e-10,6.2222858e-09,2.4072216e-08,1.2253049e-08,8.9372181e-09,1.2458946e-08,3.8965e-12,1.1732e-08,1.3899e-12,1.8511e-11,2.4455e-11,1.0645e-07,5.0299e-13
Be,4.0740918e-12,5.8754618e-13,4.3489181e-13,3.1671383e-13,3.3869305e-13,2.8694535e-13,2.5217765e-13,6.9864023e-14,2.7952978e-14,2.7642151e-14,3.4087457e-12,1.8476388e-09,3.4971883e-08,1.7811663e-08,1.3017448e-08,1.6748201e-08,2.0994e-18,1.0332e-15,1.1471e-22,1.2572999999999998e-21,1.3883e-22,2.2121999999999997e-21,1.0898e-22
B,2.6669912000000003e-27,9.4740908e-27,2.0495579e-25,4.1181086e-25,2.5497624e-25,2.9018961e-25,3.6989863e-25,6.260642999999999e-26,3.9614005e-28,2.0181877e-29,4.0950817000000005e-27,9.1175547e-25,1.1355082e-23,4.9180732e-24,4.0454085e-24,1.0242085e-23,1.6923e-09,1.2318e-09,2.0122e-09,1.6566e-09,1.1432e-09,2.1468e-09,1.009e-09
C,0.001188860411,0.001652404484,0.0020183286,0.00242487783,0.00270604454,0.0028911366799999,0.0043157739041069,0.009550566089219,0.0209339155620479,0.027378547336663,0.019212613667332,0.019965134131185,0.017862691047257,0.008263151672032,0.006271126340795,0.006291284029933,0.11775,0.093263,0.21911,0.31612,0.20513,0.15594,0.46705
N,0.0006631504825,0.0012529531939999,0.0018804916544,0.0025077704436,0.0028150890056,0.0030243468028,0.0036942010566,0.0043098330774999,0.0056616511234999,0.0071180269791999,0.0086318952642,0.0104612474588899,0.01642645056333,0.03906971159912,0.04182413311172,0.0427109756559999,0.10517,0.15929,0.12013,0.12811,0.13699,0.19244,0.29242
O,0.0041965701183,0.0065053791553,0.0086595609975,0.010925002933,0.0122242305409999,0.013088346657,0.015145123226,0.017311603461,0.021236376133,0.025128050032,0.029243450164,0.032809895771,0.0359942178933,0.03827718690498,0.04077411493557,0.04364788695067,0.37224,0.74478,1.5684,1.9617,3.0304,5.6232,6.917
F,1.7698856e-07,2.7540676e-07,3.6713874e-07,4.6285214e-07,5.1665171e-07,5.5231231e-07,7.3585437e-07,1.5047432e-06,4.348728e-06,6.8486506e-06,3.554861e-06,3.4222649e-06,3.6023453e-06,2.1893786e-06,1.2431848e-06,1.0530908e-06,3.3109e-05,1.2629e-05,1.3276e-05,1.8775e-05,0.00019164,0.00025777,4.1742e-05
Ne,0.0007653310739,0.0011865907111,0.0015786064398999,0.0019886607102,0.0022234324184,0.0023800303386,0.0028507455441,0.0036962133561,0.005878638388,0.007487394353,0.006760195577,0.007393901958,0.008110789639,0.0093534492276,0.0097674071555,0.0103252195308,0.061269,0.10117,0.64727,0.66464,0.98929,0.22328,2.023
Na,1.4716185e-05,2.2975932e-05,3.1667161e-05,4.218271e-05,4.9051745e-05,5.3539075e-05,6.7620305e-05,8.4794869e-05,0.00012845088,0.00015821191,0.0001623395900001,0.0001889169900251,0.0002275127857602,0.0002656847423047,0.0003008740393239,0.0003337776396148,0.001923,0.0024753,0.035631,0.041984,0.041304,0.0080709,0.12331
Mg,0.000288228061,0.000446939013,0.000594983682,0.000750347683,0.000839595442,0.000899089889,0.00105128923,0.00121699003,0.0015565752,0.0019202626399999,0.00219847203,0.0025454084,0.00287201416,0.00341654606,0.00367514851,0.00398439807,0.040712,0.10025,0.18999,0.20909,0.32528,0.30895,0.69224
Al,2.5351187596726895e-05,3.9310278287573034e-05,5.23315368227416e-05,6.599651078814e-05,7.38476061884e-05,7.90850406188e-05,9.283338715e-05,0.00010829052135,0.0001388923056,0.00016826442547,0.00019334983299,0.00022398873888,0.00025386098022,0.0002945508969,0.0003197922367,0.0003436754728,0.0034862,0.011547,0.024354,0.029237,0.045281,0.059945,0.13968
