M,1.3,1.5,2.0,2.5,3.0,4.0,5.0,6.0,13.0,15.0,20.0,25.0,30.0,40.0,60.0,80.0,120.0
Mrem,0.5956,0.6204,0.6399,0.6422,0.6711,0.811,0.8767,0.9502,1.776,1.912,2.097,2.261,10.97,14.01,17.68,23.25,27.27
H,0.4893,0.6087,0.9384,1.264,1.592,2.226,2.759,3.272,5.667001963,6.2830024390000005,7.769003915,9.258004893999999,10.550005873,13.450007835,19.13001182,24.05001583,35.21002436
He,0.2053,0.2567,0.3957,0.5551,0.6917,0.9173,1.306,1.706,4.4003198,4.9063417,6.8924013,8.325467,8.1025287,11.990658400000001,21.940931000000003,30.491101999999998,54.091521
Li,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,6.2448e-10,7.8983e-10,1.36543e-09,1.7772999999999998e-09,2.1579999999999998e-09,3.0354e-09,4.6549000000000005e-09,5.5663e-09,8.495800000000001e-09
Be,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.583e-11,1.838e-11,4.388e-11,5.579e-11,6.641e-11,8.618e-11,1.262e-10,1.367e-10,2.086e-10
B,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,6.4093e-09,7.1488e-09,8.866e-09,1.06394e-08,1.2335800000000001e-08,1.621e-08,2.41236e-08,2.9489e-08,4.4278999999999996e-08
C,0.00120046,0.0031235300000000002,0.00835753,0.0144776,0.0150178,0.006103600000000001,0.0067636,0.007817000000000001,0.203301,0.2734952,0.644584,0.897817,0.122669,0.195285,0.637367,1.308957,2.006379
N,0.001006366,0.001348538,0.002288924,0.003511439,0.004707947,0.006761286,0.009990989,0.013195968,0.035441160000000006,0.03877288,0.05317231,0.06871086,0.08154055,0.1239137,0.21992127,0.30402682999999997,0.52564163
O,0.004285832,0.005362807,0.00830273,0.010960000000000001,0.0134063,0.018178859999999998,0.0225223,0.02665083,0.60810904,1.03431425,1.7192916500000002,2.8717485500000004,0.08408072,0.10428965999999999,0.17394751,0.27428039000000004,0.35729711
F,3.008e-07,4.906e-07,1.252e-06,2.318e-06,2.379e-06,1.396e-06,1.632e-06,1.851e-06,1.733e-05,0.00021,4.217e-05,9.361e-06,5.701e-06,7.231e-06,1.559e-05,1.47e-05,2.55e-05
Ne,0.000816367,0.001135981,0.0021825300000000002,0.003553372,0.003909995,0.003781772,0.00479696,0.00582903,0.050761299999999995,0.126333,0.326597,0.7290736,0.026038899999999997,0.0367973,0.0750822,0.1223344,0.2121794
Na,2.567e-05,3.509e-05,6.631e-05,0.0001072,0.0001227,0.000156,0.0002161,0.0002807,0.001203,0.002253,0.005443,0.01692,0.001715,0.002734,0.005415,0.007927,0.01435
Mg,0.0004831,0.00060461,0.00094359,0.0012998,0.0016335,0.0021894,0.0028286,0.0034644000000000003,0.022335,0.044827,0.10762,0.15206,0.0134863,0.018352,0.029743,0.039818,0.064568
Al,4.26e-05,5.342e-05,8.312e-05,0.0001139,0.0001431,0.0001945,0.0002524,0.0003097,0.001972,0.003717,0.009513,0.01619,0.001192,0.001708,0.003038,0.004331,0.007793
Si,0.00053302,0.00066561,0.00102915,0.0014060000000000001,0.0017622,0.00241217,0.0031186,0.0038208,0.082002,0.116675,0.177982,0.191694,0.0127462,0.0174052,0.0283466,0.038017999999999996,0.062143
P,4.563e-06,5.754e-06,9.093e-06,1.289e-05,1.563e-05,2.079e-05,2.676e-05,3.277e-05,0.0006,0.0009245,0.001598,0.002047,0.0001118,0.0001527,0.0002494,0.0003373,0.000552
S,0.00027188884,0.00033931193,0.0005243379,0.0007158908,0.0008976275999999999,0.0012297211,0.0015896671,0.0019474876000000001,0.036817781,0.049420336999999995,0.0645976,0.07038393800000001,0.00592812,0.008095956,0.013183257,0.017674264,0.028887279
Cl,3.5312e-06,4.443e-06,6.962e-06,9.6e-06,1.1928e-05,1.6039e-05,2.0678e-05,2.5407e-05,0.00027574,0.00039566,0.0005974,0.0008317,0.00015783,0.0002159,0.00035474,0.00048729999999999997,0.0007997
Ar,7.045915e-05,8.788711e-05,0.00013574136,0.00018510048,0.00023227208,0.00031864884,0.0004120774,0.0005045212,0.0072736403,0.0091659787,0.011252004,0.012309763,0.0012770462999999999,0.0017443729000000002,0.0028358702,0.003790442,0.006191722
K,2.6329402e-06,3.304792e-06,5.15545e-06,7.10158e-06,8.84922e-06,1.194501e-05,1.543341e-05,1.8935740000000002e-05,0.0001243979,0.00018977,0.000214338,0.00027471500000000003,5.92824e-05,8.12427e-05,0.0001349241,0.000189591,0.000313019
Ca,4.5840532000000004e-05,5.7169601e-05,8.827448799999999e-05,0.000120440101,0.000151031139,0.000207336895,0.00026805704,0.00032826914,0.0055468463,0.0059652288,0.00739245,0.007783257,0.00122910538,0.00167816999,0.0027306933,0.0036532646,0.0059677748
Sc,2.891e-08,3.696e-08,5.953e-08,8.544e-08,1.036e-07,1.322e-07,1.701e-07,2.088e-07,2.141e-06,4.152e-06,7.368e-06,1.179e-05,9.002e-07,1.235e-06,2.059e-06,2.894e-06,4.782e-06
Ti,2.1791e-06,2.7299999999999997e-06,4.253400000000001e-06,5.8569e-06,7.291e-06,9.8777e-06,1.2754400000000001e-05,1.5619e-05,0.00014173,0.000149832,0.000188901,0.00024881999999999997,5.985500000000001e-05,8.1744e-05,0.000133141,0.00017876,0.00029211
