M,1.3,1.5,2.0,2.5,3.0,4.0,5.0,6.0,13.0,15.0,20.0,25.0,30.0,40.0,60.0,80.0,120.0
Mrem,0.6308,0.6346,0.667,0.6481,0.6833,0.8366,0.8857,0.9937,1.765,1.983,2.16,2.48,19.14,18.53,23.7,27.81,33.25
H,0.4702,0.6055,0.9258,1.267,1.616,2.224,2.791,3.281,5.659001314999999,6.278001753,7.752003842,9.256004803,6.271005763,12.230007687,17.470011579999998,23.32001549,33.480023749999994
He,0.1934,0.2508,0.388,0.554,0.6713,0.9115,1.288,1.682,4.3733092000000005,4.760330199999999,6.7933865,7.9994472,4.4033517,8.947595799999998,17.860844399999998,27.131062,50.651482
Li,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,3.7941e-10,5.4217e-10,9.0891e-10,1.03007e-09,1.31653e-09,1.9442e-09,1.33964e-08,1.10089e-08,5.0715e-09
Be,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,8.476e-12,9.772e-12,2.325e-11,3.022e-11,3.6e-11,4.671e-11,6.676e-11,7.353e-11,1.12e-10
B,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,3.5142900000000003e-09,3.9166e-09,4.8499e-09,5.8153e-09,6.2195e-09,8.836600000000002e-09,1.29701e-08,1.5897e-08,2.38479e-08
C,0.00082337,0.0027975599999999997,0.008725769999999999,0.016027049999999998,0.01182525,0.004612,0.0056023,0.0059971,0.2019659,0.2898428,0.5554932,0.787931,0.0557189,0.090629,0.567194,1.136385,1.6433909999999998
N,0.0005818155,0.0008094283,0.001366024,0.002141318,0.002862581,0.004014346,0.005718925,0.007640452999999999,0.03345617,0.0402426,0.055749,0.0607602,0.039395167,0.069887512,0.12341155999999999,0.18451499,0.33922376
O,0.002360394,0.003088249,0.004812096,0.006483717000000001,0.0077939,0.01045467,0.01311319,0.01532156,0.62465303,1.1594165399999998,1.8685919000000002,3.2338713,0.04389638,0.06503645999999999,0.14677645,0.24002139,0.31799246999999997
F,1.695e-07,3.338e-07,1.037e-06,2.097e-06,1.583e-06,8.197e-07,9.55e-07,1.058e-06,1.236e-05,0.0001121,0.0001076,0.0001193,2.709e-06,3.764e-06,8.953e-06,8.753e-06,1.511e-05
Ne,0.000454956,0.000686075,0.001477889,0.00261835,0.0022537349999999998,0.002199214,0.00282132,0.00336905,0.0551647,0.120231,0.3529312,0.6341767,0.01220274,0.01892276,0.042771580000000003,0.06974213,0.11863365000000001
Na,1.459e-05,2.088e-05,4.034e-05,6.605e-05,7.117e-05,9.268e-05,0.0001268,0.0001725,0.000981,0.001925,0.004651,0.01165,0.0008044,0.00145,0.002908,0.004437,0.008301
Mg,0.00026622,0.00034564999999999997,0.00054164,0.00076983,0.0009452999999999999,0.0012595,0.0016395,0.0019966,0.022106999999999998,0.040786,0.105634,0.13391,0.006567999999999999,0.0103073,0.0167661,0.023377000000000002,0.038227
Al,2.35e-05,3.06e-05,4.767e-05,6.663e-05,8.375e-05,0.0001146,0.0001487,0.0001787,0.001794,0.003367,0.008594,0.01325,0.0005652,0.0009212,0.001713,0.002583,0.004948
Si,0.00029355799999999997,0.00037963,0.00058482,0.00081266,0.00101638,0.00138791,0.0018060900000000002,0.0022002199999999997,0.088077,0.116891,0.167521,0.195914,0.0064243,0.010431,0.0171566,0.024367200000000002,0.0406
P,2.516e-06,3.306e-06,5.281e-06,7.638e-06,9.042e-06,1.198e-05,1.554e-05,1.89e-05,0.0005145,0.0007859,0.001377,0.001787,5.263e-05,8.031e-05,0.0001323,0.0001839,0.0003035
S,0.00014967284,0.00019353032000000002,0.00029791160000000003,0.0004135189,0.0005177053,0.0007071556999999999,0.0009197003000000001,0.001119003,0.053112076,0.050876718,0.057726858,0.068249019,0.002946021,0.00472571,0.007762791,0.010957658,0.018221886
Cl,1.9465e-06,2.5383e-06,3.964e-06,5.56e-06,6.835e-06,9.217e-06,1.1974e-05,1.4621e-05,0.00034121,0.00028156,0.00044522,0.0006515,7.431e-05,0.00011351,0.00018944,0.0002676,0.0004423
Ar,3.8787730000000003e-05,5.011133e-05,7.704399999999999e-05,0.00010684414,0.000133975,0.00018318784999999998,0.0002382923,0.00028992549,0.013397446,0.010101664100000001,0.010249302,0.011760767,0.0006348721,0.0010181761,0.0016685559,0.0023483517,0.0039022949999999996
K,1.4511176e-06,1.887334e-06,2.939109e-06,4.1244799999999995e-06,5.08833e-06,6.871623e-06,8.936710000000001e-06,1.090059e-05,0.000429081,0.0001758334,0.000174971,0.000225901,2.790205e-05,4.266765e-05,7.2541e-05,0.00010466039999999999,0.000173573
Ca,2.5233027999999997e-05,3.2596818e-05,5.0120684e-05,6.9496228e-05,8.7144455e-05,0.000119190652,0.000154987593,0.00018861162,0.013430302100000001,0.0077802695,0.007016502,0.007739659899999999,0.0006110267300000001,0.00097997895,0.0016065787,0.0022646559,0.0037639445999999997
Sc,1.599e-08,2.129e-08,3.496e-08,5.176e-08,6.025e-08,7.639e-08,9.939e-08,1.211e-07,2.596e-06,2.589e-06,5.148e-06,8.849e-06,4.236e-07,6.486e-07,1.111e-06,1.606e-06,2.672e-06
Ti,1.20053e-06,1.56163e-06,2.4382e-06,3.4243999999999998e-06,4.2179e-06,5.6822e-06,7.3826e-06,8.9771e-06,0.000141495,0.000136138,0.000159049,0.000206688,2.944e-05,4.6791999999999995e-05,7.6852e-05,0.00010814599999999999,0.00017955
V,1.534757e-07,1.984839e-07,3.0663960000000003e-07,4.27321e-07,5.33386e-07,7.25673e-07,9.43306e-07,1.149801e-06,1.26279e-05,3.53897e-05,1.54735e-05,1.52177e-05,2.872996e-06,4.38566e-06,7.2292499999999994e-06,1.000734e-05,1.653836e-05
Cr,7.1631e-06,9.261e-06,1.42555e-05,1.9782e-05,2.47762e-05,3.3846e-05,4.401100000000001e-05,5.3550999999999996e-05,0.0007643400000000001,0.002254814,0.0009483600000000001,0.00098813,0.000149867,0.00022862999999999998,0.00037383,0.00051424,0.0008478100000000001
Mn,5.238e-06,6.786e-06,1.053e-05,1.474e-05,1.834e-05,2.477e-05,3.22e-05,3.933e-05,0.0003852,0.001853,0.0004757,0.0004271,9.867e-05,0.000151,0.0002538,0.0003609,0.0005989
Fe,0.000508313,0.0006570109999999999,0.001010569,0.00140176,0.001756957,0.002401375,0.00312249,0.00379964,0.08351240000000001,0.1195857,0.0879966,0.0896044,0.01166841,0.017788449999999997,0.0290826,0.0400138,0.0659519
Co,1.386e-06,1.865e-06,3.089e-06,4.573e-06,5.214e-06,6.639e-06,8.727e-06,1.073e-05,0.0002351,0.0002701,0.0003962,0.000553,3.865e-05,5.929e-05,0.0001019,0.0001502,0.0002507
Ni,2.93612e-05,3.79863e-05,5.8597599999999996e-05,8.2097e-05,0.00010154399999999999,0.000138787,0.000180577,0.000219851,0.0073411200000000005,0.01054248,0.0079281,0.0083449,0.000642792,0.0009801130000000001,0.00159884,0.00219514,0.0036169400000000003
Cu,3.5049999999999997e-07,4.772000000000001e-07,8.131000000000001e-07,1.3536999999999998e-06,1.3222e-06,1.6972e-06,2.2146e-06,2.7335e-06,4.447e-05,7.762e-05,0.00014816,0.0002967,6.5680000000000005e-06,1.0056e-05,1.7142e-05,2.5385000000000002e-05,4.23e-05
Zn,8.61183e-07,1.13023e-06,1.81448e-06,2.70114e-06,3.10968e-06,4.12364e-06,5.33406e-06,6.47096e-06,8.0345e-05,0.00013655,0.000204511,0.000370326,1.56738e-05,2.39023e-05,3.90937e-05,5.4011699999999997e-05,8.90642e-05
Other,7.776805700077105e-06,-5.867433590012183e-05,6.300512740020636e-05,-0.00022579406900025134,-0.00012951370100022785,0.00010893537200029613,-0.00043118985899948115,0.000638242838999048,0.000734012097822756,0.0009576768314563111,6.959771793901837e-05,0.0017363325244126315,0.003064604151969519,-0.0014461140875070555,0.007453146016743517,-0.006074242019437293,0.008758357808602568
