M,1.0,1.25,1.5,1.75,1.9,2.1,2.25,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,13.0,15.0,20.0,25.0,30.0,40.0,60.0,80.0,120.0
Mrem,0.6163,0.6435,0.6299,0.632,0.6424,0.6528,0.6668,0.6745,0.7357,0.8163,0.8533,0.8734,0.9064,0.934,0.9788,1.571,1.82,1.835,2.792,28.28,28.73,41.99,39.85,50.67
H,0.2789,0.4389,0.6284,0.7957,0.8882,1.023,1.08,1.216,1.541,1.914,2.192,2.451,2.643,2.992,3.21,6.2060009655,6.937001939,8.665005948,10.140007435000001,1.2870089219999998,7.9960119,11.86001785,23.100023800000002,31.620035700000003
He,0.1023188,0.16488660000000002,0.2358735,0.3110092,0.35370609999999997,0.4037893,0.470064,0.563949,0.6736427,0.73388099,0.90982331,1.113003225,1.368001808,1.5090018399999998,1.743001425,4.565335,4.741359,6.9014185999999995,7.7454816,0.4310159,3.2396173,6.0927754,16.921135000000003,37.131539000000004
Li,4.551e-10,5.784e-10,6.011e-10,6.893e-10,6.666e-10,7.414e-10,6.739e-10,5.97e-10,3.829e-11,2.031e-08,1.162e-08,9.232e-10,3.385e-11,8.222e-11,2.699e-11,6.6536e-11,1.33689e-10,4.1399e-10,5.1987e-10,6.2227e-10,8.309e-10,1.49159e-09,1.7509999999999998e-09,2.57e-09
Be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623e-12,1.795e-12,4.004e-12,6.18e-12,7.179e-12,9.103e-12,1.131e-11,1.445e-11,2.132e-11
B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0798e-10,7.903500000000001e-10,9.8121e-10,1.1742e-09,6.2155e-10,1.7922499999999999e-09,2.3882e-09,3.0125e-09,4.3089e-09
C,0.00020256,0.000501923,0.00242401,0.00649724,0.0099708,0.013270869999999999,0.024841239999999997,0.035676610000000004,0.03796196,0.023081400000000002,0.010476,0.0059310000000000005,0.005673,0.005823,0.0047979,0.1344262,0.25934209999999996,0.40538430000000003,0.68662,0.000763745,0.004220700000000001,0.0054772,0.008890700000000001,0.24384
N,0.000113288,0.00022145780000000002,0.0003502366,0.00048770780000000004,0.0005614328999999999,0.000605014,0.0007031092999999999,0.0008402367,0.0010465584,0.00189105624,0.0238104293,0.0439508222,0.061961312000000004,0.04712112,0.052601589000000004,0.0076918622,0.0080888734,0.010891763,0.012603407,0.0001200947,0.0043363080000000005,0.013231857,0.049803135,0.105705116
O,0.0006133903,0.0010277151,0.00154953,0.002072898,0.002344028,0.0027012969999999996,0.002976985,0.003309665,0.003870831,0.004638394,0.0054090862200000004,0.00537501619,0.00453320176,0.0049157192,0.0035342137,0.27998957,0.85897645,1.33614185,2.70219924,0.003529359,0.020051999,0.02652691,0.0403443,0.17473068
F,2.844e-08,5.542e-08,1.353e-07,3.863e-07,8.016e-07,1.328e-06,4.507e-06,9.079e-06,1.033e-05,3.05e-06,2.334e-06,8.444e-07,5.733e-07,4.562e-07,2.016e-07,3.894e-07,4.294e-07,6.42e-07,2.547e-06,8.753e-08,4.949e-07,6.28e-07,9.673e-07,1.223e-06
Ne,0.0001098711,0.0001794433,0.0002996764,0.0005139528,0.000756922,0.001060773,0.002453903,0.004238568,0.003941699,0.00178422,0.0019163539999999999,0.0027015992,0.003317824,0.0024566039,0.0023967683,0.053253289999999995,0.0975296,0.4781887,0.476026,0.0002174453,0.0013914510000000001,0.002157547,0.004575778,0.00962867
Na,2.271e-06,3.857e-06,7.057e-06,1.218e-05,1.599e-05,1.972e-05,4.172e-05,7.751e-05,5.429e-05,3.347e-05,4.416e-05,6.049e-05,8.438e-05,6.625e-05,4.113e-05,0.0004505,0.001023,0.00375,0.005643,5.071e-06,6.718e-05,0.000179,0.0006578,0.001429
Mg,4.0948e-05,6.527699999999999e-05,9.622e-05,0.0001308,0.00015225999999999998,0.00018505,0.00022613,0.00031172999999999997,0.0005031,0.0005296999999999999,0.0007262,0.0010164,0.0016169,0.0011778000000000001,0.0013833600000000001,0.0222716,0.032683,0.119702,0.092461,0.00021847,0.0014177999999999999,0.0022296,0.0048351,0.0081631
Al,3.606e-06,5.76e-06,8.393e-06,1.12e-05,1.306e-05,1.622e-05,1.867e-05,2.312e-05,3.005e-05,3.541e-05,4.146e-05,5.156e-05,7.018e-05,6.372e-05,8.882e-05,0.001517,0.002304,0.00708,0.006605,9.655e-06,7.545e-05,0.0001599,0.0005071,0.001222
Si,4.4066e-05,6.9849e-05,0.00010024699999999999,0.000128994,0.00014525899999999999,0.000168766,0.000185904,0.000221447,0.00027028999999999996,0.00032329,0.00038501,0.00044837999999999996,0.00052503,0.0005677099999999999,0.00063367,0.0530038,0.10782699999999999,0.114771,0.181335,0.000296604,0.00193965,0.0030999,0.0069114,0.011943500000000001
P,5.111e-07,8.089e-07,1.175e-06,1.533e-06,1.707e-06,1.964e-06,2.172e-06,2.648e-06,3.47e-06,4.246e-06,5.388e-06,6.721e-06,9.179e-06,8.823e-06,1.028e-05,0.0002542,0.0004883,0.000593,0.0009693,1.011e-06,6.612e-06,1.056e-05,2.355e-05,4.163e-05
