M,0.9,1.0,1.2,1.5,1.8,1.9,2.0,2.2,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,8.0
Mrem,4.7300e-01,5.6400e-01,5.7400e-01,6.0000e-01,6.1500e-01,6.3000e-01,6.4000e-01,6.6000e-01,6.6300e-01,6.8200e-01,7.1800e-01,7.9200e-01,8.5200e-01,8.7900e-01,9.0000e-01,9.2900e-01,9.6300e-01,1.0100e+00,1.1200e+00
H,0.0000e+00,-8.1065e-03,-1.2313e-02,-1.2831e-02,-1.1831e-02,-1.0851e-02,-1.0190e-02,-1.4957e-02,-3.0223e-02,-6.9401e-02,-9.3698e-02,-6.3139e-02,-8.2271e-02,-1.8215e-01,-2.7527e-01,-3.5149e-01,-4.1976e-01,0.0000e+00,0.0000e+00
He,0.0000e+00,8.0756e-03,1.2240e-02,1.2705e-02,1.1649e-02,1.0647e-02,9.9689e-03,1.3683e-02,2.3923e-02,5.1711e-02,6.9651e-02,4.9061e-02,7.8696e-02,1.6758e-01,2.5131e-01,3.3136e-01,4.0263e-01,0.0000e+00,0.0000e+00
Li,0.0000e+00,-1.6680e-09,-5.5595e-09,-5.3512e-09,-7.2589e-09,-1.1317e-08,-1.1981e-08,-1.0399e-08,-1.2272e-08,-1.6283e-08,-2.5808e-08,-2.9742e-08,-3.2909e-08,-1.4360e-08,-3.0662e-08,-3.8418e-08,-3.9235e-08,0.0000e+00,0.0000e+00
Be,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
B,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
C,0.0000e+00,-1.5033e-04,-4.2399e-04,-7.4600e-04,-1.0630e-03,-1.1946e-03,-1.2861e-03,-5.4765e-04,3.9117e-03,1.3807e-02,1.8925e-02,9.3940e-03,-1.0254e-03,5.2754e-03,-5.8293e-03,-9.3236e-03,-1.0750e-02,0.0000e+00,0.0000e+00
N,0.0000e+00,1.7971e-04,5.0340e-04,8.8313e-04,1.2521e-03,1.4077e-03,1.5174e-03,1.9175e-03,2.2937e-03,3.0930e-03,4.0336e-03,5.0833e-03,6.5383e-03,1.1880e-02,3.4038e-02,3.6214e-02,3.6513e-02,0.0000e+00,0.0000e+00
O,0.0000e+00,-1.9240e-06,-4.9097e-06,-7.2568e-06,-4.9039e-06,-5.7215e-06,-8.3110e-06,-1.6814e-04,-4.0164e-04,-1.0908e-03,-1.6633e-03,-1.6578e-03,-2.1655e-03,-3.6947e-03,-6.0192e-03,-8.0976e-03,-9.7281e-03,0.0000e+00,0.0000e+00
F,0.0000e+00,1.8379e-10,1.2487e-09,2.1672e-09,2.5815e-09,1.6310e-09,7.9274e-10,9.2632e-08,7.6089e-07,3.3875e-06,5.6402e-06,2.2544e-06,1.9099e-07,1.9240e-06,2.6744e-07,-8.8498e-07,-1.2725e-06,0.0000e+00,0.0000e+00
Ne,0.0000e+00,-1.2585e-07,-3.4656e-07,-1.5025e-06,-4.0549e-06,-6.2964e-06,-7.7145e-06,5.9895e-05,4.7255e-04,1.8129e-03,2.6348e-03,1.1578e-03,1.7262e-04,9.3225e-04,1.4034e-03,9.7723e-04,7.0708e-04,0.0000e+00,0.0000e+00
Na,0.0000e+00,1.3836e-07,3.7087e-07,1.5732e-06,4.2410e-06,6.5858e-06,8.0655e-06,1.4368e-05,2.3510e-05,5.0871e-05,6.5343e-05,5.5144e-05,6.0205e-05,9.0026e-05,1.1282e-04,1.3223e-04,1.4953e-04,0.0000e+00,0.0000e+00
Mg,0.0000e+00,-1.4570e-09,2.9544e-09,-1.7040e-11,3.0518e-09,1.5181e-09,-2.6728e-10,7.6621e-08,1.0657e-06,1.2634e-05,4.5242e-05,4.2323e-05,1.8612e-06,8.4199e-05,2.2848e-04,1.9813e-04,2.0461e-04,0.0000e+00,0.0000e+00
