M,1.00,1.25,1.50,1.75,1.90,2.00,2.25,2.50,3.00,3.50,4.00,4.50,5.00,5.50,6.00,6.50
Mrem,0.564,0.574,0.600,0.615,0.630,0.640,0.660,0.663,0.682,0.718,0.792,0.852,0.879,0.900,0.929,0.963
H,0.29179156,0.45269319,0.60623962,0.76891685,0.86273539,0.92530721,1.0786533,1.2335814,1.5249571,1.8198951,2.1436353,2.4007888,2.6526232,2.8888535,3.1366744,3.3890154
He,0.13585227544999998,0.21033955331,0.27647713535,0.34427254586,0.38286181521999996,0.40856005126,0.47978701589,0.56212830625,0.73118864706,0.88516629852,0.9892259157500001,1.1636854734300002,1.375408713085,1.5996722914613,1.8175783861561001,2.0252701275466
Li,2.4030611e-09,7.5090062e-10,3.0515988e-09,3.3487577e-09,5.3986327e-10,7.1649875e-10,4.372442e-09,4.9689928e-09,5.3366227e-09,1.6001639e-10,1.5108609e-10,6.2222858e-09,2.4072216e-08,1.2253049e-08,8.9372181e-09,1.2458946e-08
Be,4.0740918e-12,5.8754618e-13,4.3489181e-13,3.1671383e-13,3.3869305e-13,2.8694535e-13,2.5217765e-13,6.9864023e-14,2.7952978e-14,2.7642151e-14,3.4087457e-12,1.8476388e-09,3.4971883e-08,1.7811663e-08,1.3017448e-08,1.6748201e-08
B,2.6669912000000003e-27,9.474090800000001e-27,2.0495578999999998e-25,4.1181086e-25,2.5497624e-25,2.9018961e-25,3.6989863e-25,6.260643e-26,3.9614005e-28,2.0181877e-29,4.0950817000000005e-27,9.1175547e-25,1.1355081999999999e-23,4.9180732e-24,4.0454085e-24,1.0242085e-23
C,0.001188860411,0.0016524044840000001,0.0020183286,0.00242487783,0.00270604454,0.0028911366799999998,0.0043157739041069,0.009550566089219,0.0209339155620479,0.027378547336663,0.019212613667332,0.019965134131185,0.017862691047257,0.008263151672032001,0.006271126340795,0.006291284029933
N,0.0006631504825,0.0012529531939999999,0.0018804916544,0.0025077704436,0.0028150890056,0.0030243468028,0.0036942010566,0.004309833077499999,0.0056616511234999995,0.007118026979199999,0.0086318952642,0.010461247458889999,0.01642645056333,0.039069711599120004,0.04182413311172,0.042710975655999996
O,0.0041965701183,0.0065053791553,0.0086595609975,0.010925002933000002,0.012224230540999999,0.013088346657,0.015145123226,0.017311603461,0.021236376133,0.025128050032,0.029243450164,0.032809895771,0.0359942178933,0.03827718690498,0.040774114935570004,0.04364788695067
F,1.7698856e-07,2.7540676e-07,3.6713874e-07,4.6285214e-07,5.1665171e-07,5.5231231e-07,7.3585437e-07,1.5047432e-06,4.348728e-06,6.8486506e-06,3.554861e-06,3.4222649e-06,3.6023453e-06,2.1893786e-06,1.2431848e-06,1.0530908e-06
Ne,0.0007653310739,0.0011865907111,0.0015786064398999999,0.0019886607102,0.0022234324184,0.0023800303386,0.0028507455441000003,0.0036962133561,0.005878638388,0.007487394353,0.006760195577,0.007393901958,0.008110789639,0.0093534492276,0.0097674071555,0.010325219530800001
Na,1.4716185e-05,2.2975932e-05,3.1667161e-05,4.218271e-05,4.9051745e-05,5.3539075e-05,6.7620305e-05,8.4794869e-05,0.00012845088,0.00015821191000000008,0.0001623395900001576,0.00018891699002510838,0.000227512785760291,0.00026568474230479,0.00030087403932399,0.00033377763961484
Mg,0.000288228061,0.000446939013,0.000594983682,0.000750347683,0.000839595442,0.0008990898890000001,0.00105128923,0.00121699003,0.0015565752,0.0019202626399999999,0.00219847203,0.0025454084,0.0028720141600000002,0.00341654606,0.00367514851,0.00398439807
Al,2.5351187596726898e-05,3.9310278287573034e-05,5.23315368227416e-05,6.599651078814e-05,7.38476061884e-05,7.90850406188e-05,9.283338715e-05,0.00010829052135,0.0001388923056,0.00016826442547,0.00019334983299,0.00022398873888,0.00025386098022,0.00029455089690000005,0.0003197922367,0.0003436754728
Si,0.000310445575,0.00048139276399999996,0.000640851143,0.000808189389,0.000904319317,0.000968405427,0.0011323373160000076,0.0013083355890001565,0.0016517209330036736,0.0019837552010458386,0.002287596638232988,0.0026045816391223812,0.0029432199131991916,0.003299326123405524,0.003634983210523175,0.003968367386725343
P,3.5619346e-06,5.5232831e-06,7.3528181e-06,9.2728133e-06,1.0375737e-05,1.1111028e-05,1.2993848000000002e-05,1.502552400000004e-05,1.901796500000094e-05,2.2934819000011704e-05,2.642444300005948e-05,3.0236573000541804e-05,3.4187142000816694e-05,3.8998638003422176e-05,4.276198901034479e-05,4.6643057004269666e-05
S,0.00025589808000000007,0.0003968014423000001,0.0005282387521000001,0.0006661725288,0.0007454107896000001,0.0007982354681,0.0009333296529437801,0.0010781857988192,0.001360087464329,0.0016311091995229998,0.001881268996587,0.00213868658676,0.00241593212355,0.00269412870905,0.00297120298281,0.00324522028413
