M,0.9,1.0,1.2,1.5,1.8,1.9,2.0,2.2,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,8.0
Mrem,4.7300e-01,5.7700e-01,6.0000e-01,6.3300e-01,6.3600e-01,6.4000e-01,6.4200e-01,6.5200e-01,6.6300e-01,6.9400e-01,7.6600e-01,8.3600e-01,8.6100e-01,8.8600e-01,9.0700e-01,9.4800e-01,9.8900e-01,1.0100e+00,1.1200e+00
H,0.0000e+00,-8.7318e-03,-1.4434e-02,-1.7564e-02,-2.5943e-02,-3.1063e-02,-3.9669e-02,-6.5412e-02,-9.5615e-02,-1.6557e-01,-1.1106e-01,-9.0245e-02,-1.9873e-01,-3.2480e-01,-3.5034e-01,-4.4553e-01,0.0000e+00,0.0000e+00,0.0000e+00
He,0.0000e+00,8.7194e-03,1.4401e-02,1.7236e-02,2.2744e-02,2.5534e-02,3.1418e-02,4.9615e-02,7.2694e-02,1.2329e-01,8.2532e-02,6.9238e-02,1.5802e-01,2.7192e-01,3.0563e-01,4.0480e-01,0.0000e+00,0.0000e+00,0.0000e+00
Li,0.0000e+00,-6.5438e-10,-1.2199e-09,-1.9410e-09,-2.8341e-09,-3.2856e-09,-3.6018e-09,-4.2462e-09,-5.0905e-09,-8.4341e-09,-7.1590e-09,2.7300e-08,-8.5368e-09,-1.5116e-08,-1.6685e-08,-1.8663e-08,0.0000e+00,0.0000e+00,0.0000e+00
Be,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
B,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
C,0.0000e+00,-6.9454e-05,-1.8860e-04,-6.6538e-05,2.4943e-03,4.6388e-03,7.1287e-03,1.3963e-02,2.0282e-02,3.6913e-02,2.5180e-02,1.8213e-02,2.8183e-03,-2.4265e-04,9.2584e-04,-9.9443e-04,0.0000e+00,0.0000e+00,0.0000e+00
N,0.0000e+00,8.5087e-05,2.2859e-04,3.9390e-04,5.7118e-04,6.3368e-04,7.0773e-04,8.5970e-04,1.0903e-03,1.4470e-03,1.8113e-03,2.0839e-03,3.6703e-02,5.3830e-02,4.6109e-02,4.7771e-02,0.0000e+00,0.0000e+00,0.0000e+00
O,0.0000e+00,-3.4397e-06,-7.8489e-06,-7.9296e-06,3.0460e-05,5.8251e-05,4.8348e-05,-5.8187e-06,-2.2080e-04,-5.8979e-04,-5.3996e-04,-4.2125e-04,-1.1178e-03,-3.8345e-03,-4.4899e-03,-7.8158e-03,0.0000e+00,0.0000e+00,0.0000e+00
F,0.0000e+00,-1.2594e-10,3.9257e-11,9.6436e-09,1.5170e-07,3.1567e-07,6.2740e-07,1.8861e-06,3.7110e-06,1.1536e-05,5.9951e-06,2.8873e-06,1.6062e-06,2.9011e-07,8.8322e-09,-4.7710e-07,0.0000e+00,0.0000e+00,0.0000e+00
Ne,0.0000e+00,-1.6377e-07,-4.2327e-07,6.1810e-06,9.8627e-05,1.9215e-04,3.5632e-04,9.5496e-04,1.7182e-03,4.3374e-03,1.9058e-03,9.7869e-04,1.8754e-03,2.4705e-03,1.6062e-03,1.2011e-03,0.0000e+00,0.0000e+00,0.0000e+00
Na,0.0000e+00,1.7081e-07,4.4278e-07,1.5566e-06,4.9945e-06,7.3985e-06,1.0351e-05,1.9870e-05,3.2555e-05,7.4528e-05,3.3384e-05,2.5751e-05,4.6777e-05,6.8195e-05,5.8341e-05,4.7325e-05,0.0000e+00,0.0000e+00,0.0000e+00
Mg,0.0000e+00,4.4252e-10,1.0727e-09,-2.5566e-08,-3.0570e-08,1.5487e-07,7.9224e-07,3.6693e-06,1.2458e-05,8.4730e-05,1.1554e-04,1.0631e-04,3.4396e-04,5.2171e-04,4.4587e-04,4.6891e-04,0.0000e+00,0.0000e+00,0.0000e+00
Al,0.0000e+00,1.2460e-10,3.0013e-10,6.5747e-08,4.2146e-07,7.1431e-07,1.0247e-06,1.9397e-06,2.8218e-06,5.6624e-06,1.0578e-05,1.2381e-05,1.9266e-05,2.3780e-05,1.7225e-05,1.4763e-05,0.0000e+00,0.0000e+00,0.0000e+00
Si,0.0000e+00,-3.5834e-10,-9.2310e-11,4.5594e-09,3.5209e-08,7.0325e-08,1.2910e-07,3.2469e-07,7.0954e-07,3.1740e-06,6.7661e-06,1.1684e-05,2.7582e-05,4.7752e-05,4.1153e-05,4.6761e-05,0.0000e+00,0.0000e+00,0.0000e+00
P,0.0000e+00,1.8190e-12,3.6380e-12,2.6785e-10,3.0564e-09,5.8758e-09,1.0588e-08,2.6012e-08,5.6114e-08,2.7246e-07,5.0328e-07,6.2567e-07,1.9958e-06,3.2706e-06,2.9469e-06,3.4670e-06,0.0000e+00,0.0000e+00,0.0000e+00
S,0.0000e+00,-1.3131e-10,1.8247e-11,1.7620e-11,-1.7886e-08,-3.6250e-08,-6.9388e-08,-1.7920e-07,-4.5053e-07,-2.1506e-06,-3.0687e-06,-2.9379e-06,-6.8104e-06,-9.6661e-06,-7.7618e-06,-7.5356e-06,0.0000e+00,0.0000e+00,0.0000e+00
Cl,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
Ar,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
K,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
Ca,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
Sc,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
Ti,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
V,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
Cr,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
Mn,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
Fe,0.0000e+00,4.4128e-10,-2.9979e-10,-6.0080e-10,-4.4775e-08,-8.4230e-08,-1.4217e-07,-3.2490e-07,-6.8880e-07,-3.6864e-06,-8.5327e-06,-1.0100e-05,-2.7731e-05,-4.1352e-05,-3.3775e-05,-3.4185e-05,0.0000e+00,0.0000e+00,0.0000e+00
Co,0.0000e+00,-5.1159e-13,0.0000e+00,2.1500e-09,2.9944e-08,5.8056e-08,1.0215e-07,2.5876e-07,5.5619e-07,2.5306e-06,3.9749e-06,3.5723e-06,6.6936e-06,8.9266e-06,6.3326e-06,5.4094e-06,0.0000e+00,0.0000e+00,0.0000e+00
Ni,0.0000e+00,-3.3864e-09,-6.5250e-09,-1.2182e-08,-4.2838e-08,-7.0157e-08,-1.0628e-07,-2.1450e-07,-2.6384e-07,1.1296e-06,5.5275e-06,7.6304e-06,2.3888e-05,3.6669e-05,3.0875e-05,3.1982e-05,0.0000e+00,0.0000e+00,0.0000e+00
Cu,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
Zn,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
Ga,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
Ge,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
