M,1.3,1.5,2.0,2.5,3.0,4.0,5.0,6.0,13.0,15.0,20.0,25.0,30.0,40.0,60.0,80.0,120.0
Mrem,0.6339,0.6467,0.6494,0.6865,0.7736,0.8881,0.9484,0.972,1.835,2.032,2.295,2.734,27.72,28.31,41.69,49.42,64.32
H,0.4744,0.6024,0.9412,1.284,1.624,2.178,2.715,3.292,5.6170005298,6.256001577,7.785003503,9.367004380000001,1.54400483,7.65000662,10.740009937,16.89001401,24.280021180000002
He,0.1882,0.244,0.3931,0.5116,0.5901,0.9219,1.322,1.722,4.2642659,4.6812825,6.4553264,7.5403612,0.72666441,4.0042998999999995,7.2224724,13.020707699999999,30.381245
Li,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2.9787700000000004e-10,3.82467e-10,3.1146e-10,9.4293e-10,3.1057e-10,4.3768300000000005e-09,1.832186e-08,1.3581849999999999e-08,1.4936899999999998e-09
Be,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,4.395e-13,6.356e-13,1.207e-12,1.914e-12,2.066e-12,2.769e-12,3.092e-12,4.557e-12,6.832e-12
B,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2.5305499999999996e-10,2.79476e-10,3.40817e-10,4.0152e-10,1.6468e-10,4.949399999999999e-10,6.2868e-10,8.2581e-10,1.39962e-09
C,0.002172727,0.004952443999999999,0.01265232,0.01302614,0.0077987099999999995,0.00642827,0.006754769999999999,0.0045575,0.2060989,0.3157725,0.47899220000000003,0.7202751,0.00079046,0.005738999999999999,0.255324,0.480549,0.7045180000000001
N,0.00016347990000000002,0.0002193126,0.0003810677,0.0005619155,0.0006531824,0.0010385326,0.0015736351,0.0022076312000000003,0.031394700000000005,0.039430599999999996,0.05644,0.0240879,0.0013921177,0.012970750000000001,0.021751105,0.042041676,0.08514303499999999
O,0.000646451,0.000889538,0.001482726,0.001799939,0.002104194,0.002693051,0.003296659,0.00387845,0.7025969000000001,1.207436,2.160937,3.5636236,0.002008815,0.013704122999999999,0.05950051,0.1232602,0.19147583999999998
F,1.174e-07,2.98e-07,1.019e-06,9.652e-07,3.212e-07,2.08e-07,2.208e-07,2.496e-07,1.156e-05,3.659e-05,0.0001329,0.0001616,4.01e-08,1.668e-07,7.882e-07,9.484e-07,1.601e-06
Ne,0.00017776910000000002,0.0003548466,0.00106683,0.0010015570000000001,0.000670398,0.000639914,0.000738394,0.000835591,0.0696067,0.102413,0.3571157,0.5774136999999999,0.0001507005,0.000763978,0.0036778970000000003,0.005987169,0.00966085
Na,4.251e-06,6.452e-06,1.532e-05,1.856e-05,1.919e-05,3.088e-05,5.093e-05,7.281e-05,0.0004357,0.0007015,0.002501,0.004619,1.371e-05,8.573e-05,0.0001739,0.0003564,0.0008024
Mg,6.7394e-05,8.895e-05,0.00015678,0.00020876,0.00023920000000000001,0.00032388,0.00042269,0.00051219,0.022201,0.032812,0.09454599999999999,0.114224,0.00015323,0.0008977599999999999,0.001447,0.0024906999999999998,0.0043717
Al,6.001e-06,7.79e-06,1.265e-05,1.877e-05,2.422e-05,2.886e-05,3.694e-05,4.642e-05,0.001097,0.002043,0.005488,0.007468,1.055e-05,6.463e-05,0.0001537,0.0003079,0.0007681
Si,7.3077e-05,9.366000000000001e-05,0.000148387,0.000199807,0.00024763,0.000347,0.00045096000000000003,0.00055554,0.0860055,0.12314699999999999,0.15602000000000002,0.18515199999999998,0.000212907,0.00132136,0.00217987,0.0037300000000000002,0.0066825
P,6.482e-07,8.825e-07,1.456e-06,1.918e-06,2.348e-06,3.135e-06,4.057e-06,4.89e-06,0.0002528,0.0004441,0.0006939,0.0009881,7.268e-07,3.682e-06,6.509e-06,1.167e-05,2.138e-05
S,3.7239814999999996e-05,4.765766e-05,7.535889e-05,0.00010114518000000001,0.0001243312,0.00017381027,0.0002261891,0.0002808814,0.0526017498,0.0774535207,0.0517797377,0.059004351000000003,8.627906e-05,0.000525764,0.0008666994,0.0014892839,0.0026770303
