M,1.3,1.5,2.0,2.5,3.0,4.0,5.0,6.0,13.0,15.0,20.0,25.0,30.0,40.0,60.0,80.0,120.0
Mrem,0.6133,0.6327,0.631,0.6349,0.7039,0.7615,0.8543,0.9208,1.776,1.912,2.097,2.261,10.97,14.01,17.68,23.25,27.27
H,0.4718,0.5944,0.9347,1.253,1.547,2.249,2.765,3.271,5.667001963,6.2830024390000005,7.769003915,9.258004893999999,10.550005873,13.450007835,19.13001182,24.05001583,35.21002436
He,0.2011,0.2538,0.3993,0.5596,0.6877,0.9212,1.297,1.706,4.4003198,4.9063417,6.8924013,8.325467,8.1025287,11.990658400000001,21.940931000000003,30.491101999999998,54.091521
Li,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,6.2448e-10,7.8983e-10,1.36543e-09,1.7772999999999998e-09,2.1579999999999998e-09,3.0354e-09,4.6549000000000005e-09,5.5663e-09,8.495800000000001e-09
Be,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.583e-11,1.838e-11,4.388e-11,5.579e-11,6.641e-11,8.618e-11,1.262e-10,1.367e-10,2.086e-10
B,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,2e-30,6.4093e-09,7.1488e-09,8.866e-09,1.06394e-08,1.2335800000000001e-08,1.621e-08,2.41236e-08,2.9489e-08,4.4278999999999996e-08
C,0.00173172,0.00346234,0.0095475,0.016871999999999998,0.0182628,0.0091162,0.0089832,0.0104174,0.203301,0.2734952,0.644584,0.897817,0.122669,0.195285,0.637367,1.308957,2.006379
N,0.001381996,0.001902237,0.0032578900000000003,0.004884669,0.006416324,0.009615499999999999,0.01426754,0.019168895,0.035441160000000006,0.03877288,0.05317231,0.06871086,0.08154055,0.1239137,0.21992127,0.30402682999999997,0.52564163
O,0.006054091,0.007634318,0.01200965,0.01586224,0.01915798,0.02688946,0.03288662,0.03872773,0.60810904,1.03431425,1.7192916500000002,2.8717485500000004,0.08408072,0.10428965999999999,0.17394751,0.27428039000000004,0.35729711
F,4.248e-07,6.463e-07,1.707e-06,3.304e-06,3.439e-06,2.124e-06,2.327e-06,2.697e-06,1.733e-05,0.00021,4.217e-05,9.361e-06,5.701e-06,7.231e-06,1.559e-05,1.47e-05,2.55e-05
Ne,0.00115333,0.001588192,0.003119696,0.005096612,0.005766675,0.00565529,0.00695745,0.008465460000000001,0.050761299999999995,0.126333,0.326597,0.7290736,0.026038899999999997,0.0367973,0.0750822,0.1223344,0.2121794
Na,3.607e-05,4.939e-05,9.598e-05,0.0001591,0.0001814,0.0002259,0.0003097,0.0004025,0.001203,0.002253,0.005443,0.01692,0.001715,0.002734,0.005415,0.007927,0.01435
Mg,0.00068258,0.00086282,0.0013727000000000001,0.0018832999999999999,0.0023264,0.0032249,0.0041211,0.0050473,0.022335,0.044827,0.10762,0.15206,0.0134863,0.018352,0.029743,0.039818,0.064568
Al,6.019e-05,7.618e-05,0.0001209,0.0001651,0.0002035,0.0002847,0.0003645,0.000448,0.001972,0.003717,0.009513,0.01619,0.001192,0.001708,0.003038,0.004331,0.007793
Si,0.00075321,0.0009511200000000001,0.00150161,0.0020452499999999998,0.00251804,0.0035497,0.0045433999999999995,0.0055674999999999995,0.082002,0.116675,0.177982,0.191694,0.0127462,0.0174052,0.0283466,0.038017999999999996,0.062143
P,6.448e-06,8.216e-06,1.319e-05,1.856e-05,2.232e-05,3.073e-05,3.895e-05,4.771e-05,0.0006,0.0009245,0.001598,0.002047,0.0001118,0.0001527,0.0002494,0.0003373,0.000552
S,0.00038408525,0.0004848963,0.0007650059,0.0010417482,0.001282341,0.0018102877999999999,0.0023168348,0.002838255,0.036817781,0.049420336999999995,0.0645976,0.07038393800000001,0.00592812,0.008095956,0.013183257,0.017674264,0.028887279
Cl,4.9900000000000005e-06,6.343e-06,1.0164e-05,1.4027e-05,1.7143000000000002e-05,2.3670000000000002e-05,3.0129e-05,3.6964e-05,0.00027574,0.00039566,0.0005974,0.0008317,0.00015783,0.0002159,0.00035474,0.00048729999999999997,0.0007997
Ar,9.954703999999999e-05,0.00012560748,0.00019795151999999998,0.0002693477,0.0003318898,0.0004689606,0.0006004482,0.0007357026000000001,0.0072736403,0.0091659787,0.011252004,0.012309763,0.0012770462999999999,0.0017443729000000002,0.0028358702,0.003790442,0.006191722
K,3.7204788000000004e-06,4.719286e-06,7.52092e-06,1.034233e-05,1.267775e-05,1.7602959999999998e-05,2.247605e-05,2.75676e-05,0.0001243979,0.00018977,0.000214338,0.00027471500000000003,5.92824e-05,8.12427e-05,0.0001349241,0.000189591,0.000313019
Ca,6.477229e-05,8.1711733e-05,0.000128766483,0.00017521711999999998,0.00021584791,0.00030502692,0.00039064807,0.00047858206,0.0055468463,0.0059652288,0.00739245,0.007783257,0.00122910538,0.00167816999,0.0027306933,0.0036532646,0.0059677748
Sc,4.085e-08,5.266e-08,8.639e-08,1.23e-07,1.485e-07,1.958e-07,2.472e-07,3.031e-07,2.141e-06,4.152e-06,7.368e-06,1.179e-05,9.002e-07,1.235e-06,2.059e-06,2.894e-06,4.782e-06
Ti,3.0794e-06,3.8958e-06,6.1867e-06,8.4821e-06,1.04042e-05,1.45565e-05,1.8578e-05,2.2763999999999998e-05,0.00014173,0.000149832,0.000188901,0.00024881999999999997,5.985500000000001e-05,8.1744e-05,0.000133141,0.00017876,0.00029211
V,3.9396459999999997e-07,4.969139999999999e-07,7.85706e-07,1.071584e-06,1.321185e-06,1.857538e-06,2.376816e-06,2.915119e-06,1.44474e-05,6.541449999999999e-05,2.22371e-05,2.1026100000000002e-05,6.1018600000000006e-06,8.343259999999999e-06,1.3692729999999999e-05,1.849309e-05,3.0310119999999998e-05
Cr,1.8386199999999997e-05,2.3202e-05,3.66021e-05,4.9819999999999994e-05,6.1355e-05,8.6606e-05,0.00011087600000000001,0.000135856,0.0009440170000000001,0.00393456,0.00122659,0.00121658,0.000318365,0.00043481,0.00070773,0.00094875,0.00155026
Mn,1.344e-05,1.699e-05,2.696e-05,3.69e-05,4.546e-05,6.34e-05,8.11e-05,9.957e-05,0.0005031,0.003532,0.0007061,0.0006068,0.0002097,0.0002875,0.0004797,0.0006673,0.001101
Fe,0.001304636,0.0016462730000000002,0.002596823,0.0035333899999999995,0.00435289,0.0061454,0.00786796,0.00963991,0.08971230000000001,0.16875179999999998,0.0990323,0.102484,0.02477445,0.0338257,0.055070100000000004,0.0738083,0.1205995
Co,3.538e-06,4.623e-06,7.625e-06,1.101e-05,1.309e-05,1.696e-05,2.143e-05,2.634e-05,0.0002789,0.0003708,0.0005991,0.0009277,8.215e-05,0.0001129,0.000191,0.0002749,0.0004558
Ni,7.534e-05,9.5203e-05,0.000150452,0.000206037,0.000252296,0.00035539999999999997,0.000454493,0.000556678,0.00791237,0.0146752,0.0090934,0.0098411,0.00136517,0.00186344,0.00302786,0.00404765,0.00660626
Cu,8.944e-07,1.1895e-06,1.9809e-06,3.2520000000000004e-06,3.433e-06,4.447e-06,5.434e-06,6.6530000000000005e-06,7.402e-05,0.00013611,0.0002457,0.0004897,1.3957e-05,1.9138e-05,3.195e-05,4.609e-05,7.596e-05
Zn,2.20828e-06,2.83826e-06,4.71356e-06,6.9051e-06,8.12549e-06,1.073972e-05,1.3366069999999999e-05,1.6334e-05,0.000112773,0.000216278,0.00030778,0.00052642,3.32875e-05,4.54529e-05,7.39034e-05,9.93404e-05,0.00016210900000000002
Other,-3.913195340010667e-05,6.649876699982293e-05,1.7552820999799934e-05,0.00014219186599984113,-6.730083500006145e-05,0.0003803851619998966,-0.0007111842059996931,-0.0007195864789997231,0.0012021960503929563,0.00016090204298890853,0.0002683766246853736,0.0013004134275185208,-0.0016360792002103608,0.00019304991842972186,-0.0030390396347144133,0.002950175718012815,0.004488361096605331
